# What each documented collection method does when sent an argument list it
# could accept (Phase 5g Task 0b). Derived by
# crates/rexx-exec/tests/collection_arity.rs; edit that, never this.
#
# class<TAB>method<TAB>verdict<TAB>evidence
#
# THIS TABLE REPLACES corpus/method-bodies.txt's verdict column for these
# classes. That column sends no arguments, so for a method that needs them it
# records agreement about an arity error. No task in this phase may cite it as
# a reason a row needs no work.
#
#   agree          the oracle and both engines give identical descriptors
#   send-differs   the receiver was built on both sides and the send differs
#   setup-differs  one side could not build the receiver, so the row says
#                  nothing about its own method -- the class has no store
#   engine-differs the two engines disagree with each other
#   exempt         a committed reason instead of an argument list
#
# The argument lists are corpus/collection-arguments.tsv and the receivers are
# corpus/collection-receivers.tsv. A list is only real if the ORACLE completes
# the send; the test makes an oracle run that does not a failure for that row.
Array	[]	agree	rc0
Array	[]=	agree	rc0
Array	allIndexes	agree	rc0
Array	allItems	agree	rc0
Array	append	agree	rc0
Array	appendAll	agree	rc0
Array	at	agree	rc0
Array	delete	agree	rc0
Array	difference	send-differs	oracle rc0 SENT; crate rc120 rexx-exec: method "COPY" of class "Object" is not implemented (Phase 5)
Array	dimension	agree	rc0
Array	dimensions	agree	rc0
Array	disjoint	send-differs	oracle rc0 SENT; crate rc120 rexx-exec: method "COPY" of class "Object" is not implemented (Phase 5)
Array	empty	agree	rc0
Array	equivalent	agree	rc0
Array	fill	agree	rc0
Array	first	agree	rc0
Array	firstItem	agree	rc0
Array	hasIndex	agree	rc0
Array	hasItem	agree	rc0
Array	index	agree	rc0
Array	insert	agree	rc0
Array	intersection	send-differs	oracle rc0 SENT; crate rc120 rexx-exec: method "COPY" of class "Object" is not implemented (Phase 5)
Array	isEmpty	agree	rc0
Array	items	agree	rc0
Array	last	agree	rc0
Array	lastItem	agree	rc0
Array	makeArray	agree	rc0
Array	makeString	agree	rc0
Array	next	agree	rc0
Array	previous	agree	rc0
Array	put	agree	rc0
Array	remove	agree	rc0
Array	removeItem	agree	rc0
Array	section	agree	rc0
Array	size	agree	rc0
Array	sort	agree	rc0
Array	sortWith	agree	rc0
Array	stableSort	agree	rc0
Array	stableSortWith	agree	rc0
Array	subset	send-differs	oracle rc0 SENT; crate rc120 rexx-exec: method "COPY" of class "Object" is not implemented (Phase 5)
Array	supplier	agree	rc0
Array	toString	agree	rc0
Array	union	send-differs	oracle rc0 SENT; crate rc120 rexx-exec: method "COPY" of class "Object" is not implemented (Phase 5)
Array	xor	send-differs	oracle rc0 SENT; crate rc120 rexx-exec: method "COPY" of class "Object" is not implemented (Phase 5)
Bag	[]	agree	rc0
Bag	[]=	agree	rc0
Bag	allAt	agree	rc0
Bag	allIndex	agree	rc0
Bag	allIndexes	agree	rc0
Bag	allItems	agree	rc0
Bag	at	agree	rc0
Bag	difference	agree	rc0
Bag	disjoint	agree	rc0
Bag	empty	agree	rc0
Bag	equivalent	agree	rc0
Bag	hasIndex	agree	rc0
Bag	hasItem	agree	rc0
Bag	index	agree	rc0
Bag	intersection	agree	rc0
Bag	isEmpty	agree	rc0
Bag	items	agree	rc0
Bag	makeArray	agree	rc0
Bag	put	agree	rc0
Bag	putAll	agree	rc0
Bag	remove	agree	rc0
Bag	removeAll	agree	rc0
Bag	removeItem	agree	rc0
Bag	subset	agree	rc0
Bag	supplier	agree	rc0
Bag	union	agree	rc0
Bag	uniqueIndexes	agree	rc0
Bag	xor	agree	rc0
CircularQueue	[]	agree	rc0
CircularQueue	[]=	agree	rc0
CircularQueue	allIndexes	agree	rc0
CircularQueue	allItems	agree	rc0
CircularQueue	append	agree	rc0
CircularQueue	appendAll	agree	rc0
CircularQueue	at	agree	rc0
CircularQueue	delete	agree	rc0
CircularQueue	difference	agree	rc0
CircularQueue	disjoint	agree	rc0
CircularQueue	empty	agree	rc0
CircularQueue	equivalent	agree	rc0
CircularQueue	first	agree	rc0
CircularQueue	firstItem	agree	rc0
CircularQueue	hasIndex	agree	rc0
CircularQueue	hasItem	agree	rc0
CircularQueue	index	agree	rc0
CircularQueue	init	agree	rc0
CircularQueue	insert	agree	rc0
CircularQueue	intersection	agree	rc0
CircularQueue	isEmpty	agree	rc0
CircularQueue	items	agree	rc0
CircularQueue	last	agree	rc0
CircularQueue	lastItem	agree	rc0
CircularQueue	makeArray	agree	rc0
CircularQueue	makeString	agree	rc0
CircularQueue	next	agree	rc0
CircularQueue	peek	agree	rc0
CircularQueue	previous	agree	rc0
CircularQueue	pull	agree	rc0
CircularQueue	push	agree	rc0
CircularQueue	put	agree	rc0
CircularQueue	queue	agree	rc0
CircularQueue	remove	agree	rc0
CircularQueue	removeItem	agree	rc0
CircularQueue	resize	agree	rc0
CircularQueue	section	agree	rc0
CircularQueue	size	agree	rc0
CircularQueue	sort	agree	rc0
CircularQueue	sortWith	agree	rc0
CircularQueue	stableSort	agree	rc0
CircularQueue	stableSortWith	agree	rc0
CircularQueue	string	agree	rc0
CircularQueue	subset	agree	rc0
CircularQueue	supplier	agree	rc0
CircularQueue	union	agree	rc0
CircularQueue	xor	agree	rc0
Directory	[]	agree	rc0
Directory	[]=	agree	rc0
Directory	allIndexes	send-differs	oracle rc0 SENT; crate rc120 rexx-exec: method "ALLINDEXES" of class "Directory" is not implemented (Phase 5)
Directory	allItems	send-differs	oracle rc0 SENT; crate rc120 rexx-exec: method "ALLITEMS" of class "Directory" is not implemented (Phase 5)
Directory	at	agree	rc0
Directory	difference	send-differs	oracle rc0 SENT; crate rc120 rexx-exec: method "ALLINDEXES" of class "Directory" is not implemented (Phase 5)
